fold,feature,target,n_test,n_train,target_n,total_band,target_band,shrink_weight,changed,target_probability,delta_full_log,delta_event_log,delta_dest_log,delta_binary_brier,delta_multiclass_brier
1,"[2, 4, 1, 1]",3,1,53,0,50+,0-0,0.726027397260274,1,0.00040102995555481806,-1.2947271675943997,0.03359468415880973,-1.3283218517532092,-0.014851885019003919,0.010176380379831818
1,"[2, 4, 1, 2]",1,1,14,9,5-19,5-19,0.4117647058823529,0,0.6621417797888386,-0.020182205968415967,-0.020182205968415967,0.0,0.008939432717047835,0.01038075879732081
1,"[2, 4, 1, 2]",2,1,14,4,5-19,1-4,0.4117647058823529,1,0.2851925749100367,0.0012813502807933475,0.04077549262529456,-0.03949414234450127,-0.018059058987326182,-0.017348128033001675
1,"[2, 4, 2, 2]",0,2,34,2,20-49,1-4,0.6296296296296297,1,0.05113623617560625,0.2951235986129106,0.0539978755471453,0.24112572306576507,-0.023994080585565347,-0.0456006009796579
1,"[2, 4, 2, 2]",1,4,34,22,20-49,20-49,0.6296296296296297,0,0.657644824311491,-0.026996902930206734,-0.026996902930206734,0.0,0.011998322073504084,0.01652859868235007
1,"[2, 4, 2, 2]",2,3,34,10,20-49,5-19,0.6296296296296297,1,0.2906768064248379,0.02032871587839269,0.0539978755471453,-0.033669159668752696,-0.023994080585565347,-0.031162662132270258
1,"[2, 5, 1, 1]",1,5,261,9,50+,5-19,0.9288256227758007,1,0.03571239127268184,-0.37110248846566707,-0.3386085919539896,-0.032493896511677056,0.03321978455341168,0.0638864241692556
1,"[2, 5, 1, 1]",2,67,261,250,50+,50+,0.9288256227758007,0,0.9565114459412819,0.018492382188253484,0.018492382188253484,0.0,-0.001831476379131436,-0.0032582489802832314
1,"[2, 5, 1, 2]",1,2,34,3,20-49,1-4,0.6296296296296297,1,0.07472559162265918,0.36722241397021094,0.24756721310497642,0.11965520086523473,-0.03189321082159635,-0.07496739140989228
1,"[2, 5, 1, 2]",2,9,34,31,20-49,20-49,0.6296296296296297,0,0.9218465983240779,-0.018421542647782355,-0.018421542647782355,0.0,0.002385223480268535,0.0052440313749315135
1,"[2, 5, 2, 1]",1,1,51,4,50+,1-4,0.7183098591549296,1,0.07091805560033235,0.31492485252638547,0.36178454671873483,-0.04685969419234873,-0.049238173379333006,-0.08500155219011285
1,"[2, 5, 2, 1]",2,16,51,46,50+,20-49,0.7183098591549296,0,0.9123903705563409,-0.028732436720791107,-0.028732436720791107,0.0,0.003952716458005769,0.006507254085531188
1,"[2, 5, 2, 2]",1,1,85,6,50+,5-19,0.8095238095238095,1,0.06700173283451044,0.2581182707573779,0.24929327918521205,0.00882499157216629,-0.03214211776781983,-0.060752807487229
1,"[2, 5, 2, 2]",2,11,85,78,50+,50+,0.8095238095238095,0,0.921711583900002,-0.01856801421089238,-0.01856801421089238,0.0,0.0024063453821969454,0.004280926569449177
1,"[2, 6, 1, 1]",1,1,173,3,50+,1-4,0.8963730569948186,1,0.018072303525017472,-0.3001094805256339,-0.5488446190355711,0.248735138509937,0.03566371898895915,0.047725169680802315
1,"[2, 6, 1, 1]",2,45,173,169,50+,50+,0.8963730569948186,0,0.9747434834310054,0.019129216365541005,0.019129216365541005,0.0,-0.0012740176546485618,-0.0018634179456075107
1,"[2, 6, 1, 2]",2,9,41,39,20-49,20-49,0.6721311475409836,0,0.9528769229866234,-0.0035593777046401404,-0.0035593777046401404,0.0,0.0003086751033601518,0.0009349429109434255
1,"[2, 6, 2, 1]",0,1,44,1,20-49,1-4,0.6875,1,0.02165490256252877,0.11535021348997754,0.5549624865096425,-0.4396122730196649,-0.060988522320702954,-0.0632354172818661
1,"[2, 6, 2, 1]",2,7,44,40,20-49,20-49,0.6875,0,0.9238358172216254,-0.03451075723621462,-0.03451075723621462,0.0,0.003889073454449175,0.006360607218159302
1,"[2, 6, 2, 2]",1,1,114,3,50+,1-4,0.8507462686567164,1,0.026029511793495313,0.06474090842834013,0.15980668902960282,-0.09506578060126292,-0.01443380640620262,-0.017348937750323756
1,"[2, 6, 2, 2]",2,43,114,108,50+,50+,0.8507462686567164,0,0.948697703747642,-0.007954920124109463,-0.007954920124109463,0.0,0.0007200163169162395,0.0010684505269490658
1,"[2, 7, 1, 0]",2,1,0,0,0-0,0-0,0.0,0,0.995364986711864,0.0,0.0,0.0,0.0,0.0
1,"[2, 7, 1, 1]",0,1,486,0,50+,0-0,0.9604743083003953,1,2.503445015720583e-07,-3.2308043957334736,0.27662412548979187,-3.5074285212232654,-0.002938211267441204,-0.002910059579364521
1,"[2, 7, 1, 1]",2,112,486,483,50+,50+,0.9604743083003953,0,0.9938879441388088,-0.0014850226651330492,-0.0014850226651330492,0.0,1.58738786691243e-05,3.18588239694786e-05
1,"[2, 7, 1, 2]",2,21,76,76,50+,50+,0.7916666666666666,0,0.9990343722316384,0.003679693982706062,0.003679693982706062,0.0,-2.0550911194165607e-05,-4.0989721884576946e-05
1,"[2, 7, 2, 1]",2,26,107,107,50+,50+,0.84251968503937,0,0.9992700766475376,0.003915598393692649,0.003915598393692649,0.0,-2.0950560080726837e-05,-4.1786839664749856e-05
1,"[2, 7, 2, 2]",1,1,201,1,50+,1-4,0.9095022624434389,1,0.004943198720032253,0.06711029848685257,0.06460545235000836,0.002504846136844413,-0.0006157004113990228,-0.0012543370859554592
1,"[2, 7, 2, 2]",2,54,201,200,50+,50+,0.9095022624434389,0,0.9950556549060511,-0.00031082053897096146,-0.00031082053897096146,0.0,2.9632002268603725e-06,6.032253021985687e-06
1,"[2, 8, 1, 2]",2,1,0,0,0-0,0-0,0.0,1,0.09876543209876543,0.0,0.0,0.0,0.0,0.0
1,"[2, 8, 2, 2]",1,2,5,3,5-19,1-4,0.2,1,0.42733478576615824,0.10648653552371168,-0.0185892977442092,0.12507583326792088,0.008403825689074967,-0.05780722134411742
1,"[2, 8, 2, 2]",2,3,5,0,5-19,0-0,0.2,1,0.07901234567901234,-0.2231435513142097,-0.0185892977442092,-0.20455425357000045,0.008403825689074967,0.06803155861230947
1,"[2, 8, 2, 2]",3,1,5,2,5-19,1-4,0.2,0,0.3513144517066085,0.03525965829606004,0.03525965829606004,0.0,-0.015938948457620783,0.0041826116261078905
1,"[3, 2, 2, 2]",1,1,5,0,5-19,0-0,0.2,1,0.041810699588477364,-0.2231435513142097,0.1519009600932426,-0.37504451140745276,-0.031763511659808064,-0.007798567291571246
1,"[3, 2, 2, 2]",2,1,5,1,5-19,1-4,0.2,1,0.08444444444444445,0.41871033485818554,0.1519009600932426,0.26680937476494215,-0.031763511659808064,-0.08648169486358781
1,"[3, 3, 2, 2]",0,1,3,3,1-4,1-4,0.13043478260869565,0,0.9568350844433644,0.006789825626753183,0.006789825626753183,0.0,-0.0006008852040412023,-0.0009604931557820762
1,"[3, 3, 2, 2]",1,1,3,0,1-4,0-0,0.13043478260869565,1,0.03229375163866809,-0.13976194237515838,-0.13976194237515838,-1.6653345369377348e-16,0.012348589462949477,0.021677107002809004
1,"[3, 4, 1, 1]",1,1,6,4,5-19,1-4,0.23076923076923078,0,0.7698561601000624,-0.03942377945512643,-0.03942377945512643,0.0,0.01329072931370099,0.025459591980846567
1,"[3, 4, 1, 1]",2,1,6,2,5-19,1-4,0.23076923076923078,1,0.1712487627601897,0.33399945106638773,0.14446046315671301,0.18953898790967466,-0.04862296674633659,-0.13370484642307723
1,"[3, 4, 1, 2]",1,1,1,0,1-4,0-0,0.047619047619047616,0,0.762679055361982,-0.048790164169432104,-0.048790164169432104,0.0,0.016645773033694057,0.0235560469768999
1,"[3, 8, 1, 1]",1,1,1,0,1-4,0-0,0.047619047619047616,1,0.2669896787543846,-0.04879016416943194,-0.04879016416943205,1.1102230246251565e-16,0.023822289211751863,0.03816579331491188
1,"[3, 8, 2, 1]",1,1,1,0,1-4,0-0,0.047619047619047616,1,0.2669896787543846,-0.04879016416943194,0.03250848697232844,-0.08129865114176049,-0.01560128802695146,0.020140565205650107
1,"[3, 8, 2, 1]",2,1,1,0,1-4,0-0,0.047619047619047616,1,0.09438009438009438,-0.048790164169431716,0.03250848697232844,-0.08129865114176038,-0.01560128802695146,0.002879606768220855
2,"[0, 1, 1, 1]",0,8,59,57,50+,50+,0.7468354430379747,0,0.9727029475396997,-0.01982241861638192,-0.01982241861638192,0.0,0.0006839241548570401,0.0010248685036181493
2,"[0, 1, 1, 1]",1,2,59,1,50+,1-4,0.7468354430379747,1,0.01373929058579627,1.1685995015442767,1.2496649536568776,-0.08106545211260141,-0.03826346632937061,-0.056860707524411414
2,"[0, 1, 1, 1]",2,1,59,1,50+,1-4,0.7468354430379747,1,0.013377480783220909,1.549399371542143,1.2496649536568776,0.2997344178852651,-0.03826346632937061,-0.05899538535960591
2,"[0, 1, 1, 2]",0,16,45,44,20-49,20-49,0.6923076923076923,0,0.9822081977790196,-0.010097858838890276,-0.010097858838890276,0.0,0.00025534330810713377,0.0004946524870191506
2,"[0, 1, 1, 2]",1,1,45,0,20-49,0-0,0.6923076923076923,1,0.0013139070196600824,-1.1786549963416455,0.8216240276116267,-2.0002790239532726,-0.01968154669748068,-0.013529655930098139
2,"[0, 1, 2, 1]",0,15,47,46,20-49,20-49,0.7014925373134329,0,0.9827392963527801,-0.009557286036533235,-0.009557286036533235,0.0,0.00023672697223379703,0.00047312005122690433
2,"[0, 1, 2, 2]",0,283,1257,1250,50+,50+,0.9843382928739233,0,0.9943958753763793,0.002234233583163695,0.002234233583163695,0.0,-2.979870536628053e-05,-4.315188651974529e-05
2,"[0, 2, 1, 1]",0,5,34,29,20-49,20-49,0.6296296296296297,0,0.893726715329353,-0.07471788740298672,-0.07471788740298672,0.0,0.009929604897183574,0.01632320516002608
2,"[0, 2, 1, 1]",2,1,34,4,20-49,1-4,0.6296296296296297,1,0.07963546975874956,1.6683587213888695,1.0567766592100027,0.611582062178867,-0.12874122722261616,-0.2515870297800251
2,"[0, 2, 1, 2]",0,6,22,21,20-49,20-49,0.5238095238095238,0,0.9586010149472634,-0.004642982787719935,-0.004642982787719935,0.0,0.00034946982589190373,0.0008856307727399624
2,"[0, 2, 2, 1]",0,9,40,39,20-49,20-49,0.6666666666666666,0,0.9710207104630844,0.008229868774592967,0.008229868774592967,0.0,-0.0005246069154404212,-0.0006236388717296452
2,"[0, 2, 2, 2]",0,81,319,311,50+,50+,0.9410029498525073,0,0.9742219546542332,0.011521228910262436,0.011521228910262436,0.0,-0.0006998985156564034,-0.0009319217738568461
2,"[0, 2, 2, 2]",1,1,319,6,50+,5-19,0.9410029498525073,1,0.01884958893438028,-0.03395066323516227,-0.3597141003571904,0.3257634371220284,0.02161974801430433,0.022689611762835016
2,"[0, 2, 2, 2]",2,1,319,1,50+,1-4,0.9410029498525073,1,0.0038357385456415254,-1.3647388755677534,-0.3597141003571904,-1.005024775210562,0.02161974801430433,0.04374778436206839
2,"[0, 3, 1, 1]",0,1,25,21,20-49,20-49,0.5555555555555556,0,0.8893712928687217,-0.0670890675468109,-0.0670890675468109,0.0,0.009846073624401753,0.014408576271346306
2,"[0, 3, 1, 2]",0,3,30,30,20-49,20-49,0.6,0,0.9804341635818495,0.030391629482483147,0.030391629482483147,0.0,-0.0020098152623945677,-0.0033877896979375563
2,"[0, 3, 2, 1]",0,1,13,11,5-19,5-19,0.3939393939393939,0,0.9097487326997721,-0.04443542466807255,-0.04443542466807255,0.0,0.005752654032160808,0.0083441406997194
2,"[0, 3, 2, 2]",0,75,366,351,50+,50+,0.9481865284974094,0,0.9586054616038665,0.00787571604975839,0.00787571604975839,0.0,-0.0006791294081074214,-0.00084240473125715
2,"[0, 3, 2, 2]",1,4,366,14,50+,5-19,0.9481865284974094,1,0.03831047344482561,-0.02784292328183735,-0.16692678802879302,0.13908386474695555,0.01436097589037788,0.016361028647845277
2,"[0, 3, 2, 2]",3,1,366,0,50+,0-0,0.9481865284974094,1,5.424267548134734e-06,-2.960105095910839,-0.16692678802879302,-2.793178307882048,0.01436097589037788,0.01439622875948987
2,"[0, 4, 1, 1]",1,3,9,6,5-19,5-19,0.3103448275862069,0,0.5808990279122791,0.06875097693145127,0.06875097693145127,0.0,-0.03384037848921337,-0.07952549229987571
2,"[0, 4, 1, 2]",1,1,5,2,5-19,1-4,0.2,0,0.5138428723782438,-0.05390845169048508,-0.05390845169048508,0.0,0.026862749443350598,0.0349016011849938
2,"[0, 4, 2, 1]",1,2,2,0,1-4,0-0,0.09090909090909091,0,0.49300326406618616,-0.09531017980432488,-0.09531017980432488,0.0,0.04755968695345539,0.09258064583322179
2,"[0, 4, 2, 2]",0,4,61,29,50+,20-49,0.7530864197530864,1,0.45012523256391007,0.1879281379862321,0.10441940412709538,0.08350873385913687,-0.05210119542025776,-0.14549897732016015
2,"[0, 4, 2, 2]",1,12,61,29,50+,20-49,0.7530864197530864,0,0.49192681246242087,-0.09749602437952332,-0.09749602437952332,0.0,0.04865236060051001,0.10949066006075558
2,"[0, 6, 1, 1]",0,1,3,0,1-4,0-0,0.13043478260869565,1,0.0671735439580719,-0.13976194237515882,-0.13976194237515838,0.0,0.022912185892286274,0.041521826198309686
2,"[0, 7, 1, 1]",2,1,2,2,1-4,1-4,0.09090909090909091,0,0.9936823189165412,0.0006359869907707075,0.0006359869907707075,0.0,-8.381749797181848e-06,-1.3751128611015376e-05
2,"[0, 7, 1, 2]",2,1,0,0,0-0,0-0,0.0,0,0.9930505508081954,1.1188966420050406e-16,1.1188966420050406e-16,0.0,0.0,-1.5449880957918438e-18
2,"[0, 7, 2, 2]",2,2,0,0,0-0,0-0,0.0,0,0.9930505508081954,1.1188966420050406e-16,1.1188966420050406e-16,0.0,0.0,-1.5449880957918438e-18
2,"[1, 1, 2, 2]",0,2,3,3,1-4,1-4,0.13043478260869565,0,0.9934935701163503,0.0009828389417211574,0.0009828389417211574,0.0,-1.365259562044918e-05,-1.971516691672676e-05
2,"[1, 3, 1, 1]",1,1,3,0,1-4,0-0,0.13043478260869565,1,0.03837974721591848,-0.13976194237515882,-0.13976194237515838,0.0,0.01718757556093764,0.028140657540962177
2,"[1, 3, 1, 2]",0,1,7,7,5-19,5-19,0.25925925925925924,0,0.9477506369141351,0.019484039260251676,0.019484039260251676,0.0,-0.002245421663017608,-0.003283368246702007
2,"[1, 3, 2, 2]",0,15,55,51,50+,50+,0.7333333333333333,0,0.9278568959557553,-0.0017298732126846267,-0.0017298732126846267,0.0,0.00022920985524256185,0.0008968793860331219
2,"[1, 3, 2, 2]",1,3,55,3,50+,1-4,0.7333333333333333,1,0.051769789146215,0.15951491142646335,0.02251940913290973,0.13699550229355395,-0.002983717901411387,-0.017582208066438287
2,"[1, 4, 0, 2]",1,1,1,0,1-4,0-0,0.047619047619047616,0,0.7994032107722188,-0.04879016416943199,-0.04879016416943199,0.0,0.014438158004446311,0.023162418086910663
2,"[1, 4, 1, 1]",0,1,163,6,50+,5-19,0.8907103825136612,1,0.04184922212542993,-0.6838076902491386,-0.15347227390738638,-0.5303354163417523,0.03888704975960067,0.11777682879682705
2,"[1, 4, 1, 1]",1,25,163,141,50+,50+,0.8907103825136612,0,0.8622265979574678,0.02686248386261819,0.02686248386261819,0.0,-0.006819403533675359,-0.010071945140956974
2,"[1, 4, 1, 1]",2,7,163,13,50+,5-19,0.8907103825136612,1,0.07833117174627525,0.16028768443369312,-0.15347227390738638,0.3137599583410794,0.03888704975960067,0.01243260761660614
2,"[1, 4, 1, 2]",0,1,55,1,50+,1-4,0.7333333333333333,1,0.03544543531938235,-0.8498864190287807,-0.1651997800709777,-0.6846866389578031,0.041659620957061216,0.133814831987211
2,"[1, 4, 1, 2]",1,8,55,48,50+,20-49,0.7333333333333333,0,0.8638328990162213,0.028723719266475073,0.028723719266475073,0.0,-0.0072594344537220065,-0.010054117680175292
2,"[1, 4, 1, 2]",2,1,55,5,50+,5-19,0.7333333333333333,1,0.08446139239424494,0.23563658927904463,-0.1651997800709777,0.4008363693500221,0.041659620957061216,0.0034025958989551963
2,"[1, 4, 2, 1]",1,9,47,44,20-49,20-49,0.7014925373134329,0,0.9072756332271134,0.07779067254152504,0.07779067254152504,0.0,-0.017203105650615794,-0.023843357942263953
2,"[1, 4, 2, 2]",0,7,283,37,50+,20-49,0.933993399339934,1,0.12758550379192632,0.43090585800471715,0.16171285350249098,0.26919300450222594,-0.04653505264915958,-0.1280765187215318
2,"[1, 4, 2, 2]",1,70,283,229,50+,50+,0.933993399339934,0,0.811179760482563,-0.03416594448602067,-0.03416594448602067,0.0,0.009852169007373665,0.017640945623486247
2,"[1, 4, 2, 2]",2,1,283,15,50+,5-19,0.933993399339934,1,0.05390958557613324,-0.2133496438274487,0.16171285350249098,-0.3750624973299398,-0.04653505264915958,-0.013105004228476158
2,"[1, 4, 2, 2]",3,1,283,2,50+,1-4,0.933993399339934,1,0.007325150149377424,-0.404399674189837,0.16171285350249098,-0.566112527692328,-0.04653505264915958,-0.03144452680566601
2,"[1, 5, 1, 1]",1,2,22,5,20-49,5-19,0.5238095238095238,1,0.1880240971150062,0.26086723712598836,0.2512423847665921,0.009624852359396176,-0.06989460702770112,-0.1418723000931701
2,"[1, 5, 1, 1]",2,3,22,17,20-49,5-19,0.5238095238095238,0,0.8109163563709019,-0.0505059422852443,-0.0505059422852443,0.0,0.0141213769882828,0.028490670269800226
2,"[1, 5, 1, 2]",1,1,3,0,1-4,0-0,0.13043478260869565,1,0.1259570469056635,-0.13976194237515882,-0.13976194237515882,1.1275702593849246e-16,0.03309264465414363,0.06576258600505303
2,"[1, 5, 1, 2]",2,1,3,3,1-4,1-4,0.13043478260869565,0,0.8721081290251251,0.02224256272606487,0.02224256272606487,0.0,-0.005274916638318937,-0.010392089359108535
2,"[1, 5, 2, 1]",2,3,9,8,5-19,5-19,0.3103448275862069,0,0.8640857575026855,0.01300116557631037,0.01300116557631037,0.0,-0.0031585659861541535,-0.00608375647110726
2,"[1, 5, 2, 2]",1,1,11,2,5-19,1-4,0.3548387096774194,1,0.1579681315751697,0.08669042015792794,0.08049254939206474,0.0061978707658632195,-0.020877714047752183,-0.043142099216085805
2,"[1, 5, 2, 2]",2,6,11,9,5-19,5-19,0.3548387096774194,0,0.8405963537928348,-0.01455926973391039,-0.01455926973391039,0.0,0.0037782751243661226,0.007748945223345745
2,"[1, 6, 1, 1]",0,1,3,0,1-4,0-0,0.13043478260869565,1,0.01040149781568546,-0.13976194237515838,0.29934355887597963,-0.43910550125113845,-0.05655560505480817,-0.04715165000192689
2,"[1, 6, 1, 2]",2,1,1,1,1-4,1-4,0.047619047619047616,0,0.9136270428136457,0.004738133725724139,0.004738133725724139,0.0,-0.0007646794926443705,-0.0013489680322545973
2,"[1, 6, 2, 2]",2,2,8,7,5-19,5-19,0.2857142857142857,0,0.8995059963959485,-0.010838585281506066,-0.010838585281506066,0.0,0.0018740775346109424,0.004069721747613456
2,"[1, 7, 1, 1]",2,1,2,1,1-4,1-4,0.09090909090909091,0,0.9142346894328774,-0.04431296388360516,-0.04431296388360516,0.0,0.005389489578081734,0.010690586667262393
2,"[1, 8, 1, 1]",1,1,3,0,1-4,0-0,0.13043478260869565,1,0.39602150144439974,-0.1397619423751587,-0.07165466346282945,-0.06810727891232932,0.030915052196732073,0.10139875688688016
2,"[1, 8, 2, 1]",3,1,3,2,1-4,1-4,0.13043478260869565,0,0.33963506051852127,0.1559916642408532,0.1559916642408532,0.0,-0.0671944296477116,-0.0894432558289251
2,"[1, 8, 2, 2]",1,2,14,10,5-19,5-19,0.4117647058823529,1,0.562014545094741,0.21029728177788098,0.04333078740235058,0.16696649437553046,-0.017270479916764572,-0.13762156258525188
2,"[2, 1, 2, 2]",0,1,3,3,1-4,1-4,0.13043478260869565,0,0.9934935701163503,0.0009828389417211574,0.0009828389417211574,0.0,-1.365259562044918e-05,-1.971516691672676e-05
2,"[2, 2, 1, 1]",0,1,3,1,1-4,1-4,0.13043478260869565,0,0.7862133984028393,-0.08287319164464929,-0.08287319164464929,0.0,0.0244311490626026,0.047472473668275054
2,"[2, 2, 2, 1]",0,1,0,0,0-0,0-0,0.0,0,0.8541454081632652,0.0,0.0,0.0,0.0,0.0
2,"[2, 2, 2, 2]",0,1,10,8,5-19,5-19,0.3333333333333333,0,0.8360969387755102,-0.02135688462937657,-0.02135688462937657,0.0,0.005590651518898381,0.012090913002105609
2,"[2, 3, 2, 2]",0,2,14,11,5-19,5-19,0.4117647058823529,0,0.8289789453958544,-0.035881692761010525,-0.035881692761010525,0.0,0.009441637735256504,0.014272049505807995
2,"[2, 4, 1, 1]",1,5,55,38,50+,20-49,0.7333333333333333,0,0.691101166973765,-0.0007640088752987051,-0.0007640088752987051,0.0,0.00032604739233003943,0.011589246879302934
2,"[2, 4, 1, 1]",2,4,55,16,50+,5-19,0.7333333333333333,1,0.28248243464879425,0.08559546857144262,0.001711438338311,0.08388403023313169,-0.0007303709633775801,-0.03581378090803611
2,"[2, 4, 1, 2]",0,1,13,0,5-19,0-0,0.3939393939393939,1,0.023972693096146636,-0.5007752879124894,-0.0008669155817857543,-0.4999083723307036,0.0003696995215639598,0.040735287654954044
2,"[2, 4, 1, 2]",1,1,13,9,5-19,5-19,0.3939393939393939,0,0.6918965916070418,0.00038628181179506393,0.00038628181179506393,0.0,-0.00016473138928173314,0.009036355719117345
2,"[2, 4, 1, 2]",2,1,13,4,5-19,1-4,0.3939393939393939,1,0.2783691696563505,0.07092727930355602,-0.0008669155817857543,0.07179419488534196,0.0003696995215639598,-0.02854929281678098
2,"[2, 4, 2, 1]",1,1,6,5,5-19,5-19,0.23076923076923078,0,0.7243302893473991,0.046197260568247134,0.046197260568247134,0.0,-0.01909865228135106,-0.030404841706121066
2,"[2, 4, 2, 1]",2,2,6,1,5-19,1-4,0.23076923076923078,1,0.23793009994844488,-0.08604396900929956,-0.11209893517712555,0.026054966167826182,0.04630317411020951,0.07775504465450678
2,"[2, 4, 2, 2]",0,1,37,3,20-49,1-4,0.6491228070175439,1,0.06651050652934805,0.5196692452766678,0.1374696854190549,0.38219955985761334,-0.060795175598893636,-0.09852982968031476
2,"[2, 4, 2, 2]",1,3,37,23,20-49,20-49,0.6491228070175439,0,0.6461857460181119,-0.06796323355679623,-0.06796323355679623,0.0,0.030092084668120272,0.04626855642811131
2,"[2, 4, 2, 2]",2,2,37,11,20-49,5-19,0.6491228070175439,1,0.2839681157659573,0.09084106158135663,0.1374696854190549,-0.04662862383769803,-0.060795175598893636,-0.09393667550486029
2,"[2, 5, 1, 1]",0,1,269,0,50+,0-0,0.9307958477508651,1,0.0003240326059329123,-2.670694414558442,-0.22095909357371557,-2.4497353209847255,0.02465837467255816,0.03227654145058634
2,"[2, 5, 1, 1]",1,1,269,13,50+,5-19,0.9307958477508651,1,0.049072291130597426,-0.18584512529963337,-0.22095909357371557,0.035113968274082294,0.02465837467255816,0.043604695764061674
2,"[2, 5, 1, 1]",2,62,269,255,50+,50+,0.9307958477508651,0,0.9469806526624445,0.013940959106061752,0.013940959106061752,0.0,-0.0015620687076860216,-0.002660379029253002
2,"[2, 5, 1, 2]",1,1,34,4,20-49,1-4,0.6296296296296297,1,0.09596096549523436,0.48480183397794363,0.3991155341654782,0.08568629981246509,-0.05953163962750396,-0.12757171477870677
2,"[2, 5, 1, 2]",2,10,34,30,20-49,20-49,0.6296296296296297,0,0.9014334929527119,-0.035351437577607475,-0.035351437577607475,0.0,0.005342236411716698,0.011034878576717404
2,"[2, 5, 2, 1]",2,15,53,47,50+,20-49,0.726027397260274,0,0.8996905290335131,-0.03728685617398979,-0.03728685617398979,0.0,0.005688870065790125,0.00956538520253912
2,"[2, 5, 2, 2]",1,4,70,3,50+,1-4,0.7777777777777778,1,0.04646546818602951,-0.24043024831775872,-0.11171008960051232,-0.12872015871724626,0.013103737970964424,0.03714935873924596
2,"[2, 5, 2, 2]",2,23,70,66,50+,50+,0.7777777777777778,0,0.9408600957716272,0.007456748675947207,0.007456748675947207,0.0,-0.0008755916276452719,-0.002088248161570089
2,"[2, 6, 1, 1]",2,37,182,177,50+,50+,0.900990099009901,0,0.9711339361963477,0.013144123808388954,0.013144123808388954,0.0,-0.0008929238791201043,-0.0012648982059107678
2,"[2, 6, 1, 2]",0,1,37,1,20-49,1-4,0.6491228070175439,1,0.023029843299536962,0.3872755030673649,-0.2572950222401871,0.6445705253075529,0.01815644763696922,0.003065336964454435
2,"[2, 6, 1, 2]",2,12,37,36,20-49,20-49,0.6491228070175439,0,0.9678781598537236,0.009785940113733793,0.009785940113733793,0.0,-0.0006943609042536893,-0.0009958917850554508
2,"[2, 6, 2, 1]",1,1,40,2,20-49,1-4,0.6666666666666666,1,0.0419609815826519,0.48315592869271873,0.6616215949346973,-0.17846566624197868,-0.07318039526440911,-0.10300440904519226
2,"[2, 6, 2, 1]",2,11,40,36,20-49,20-49,0.6666666666666666,0,0.9194842518610374,-0.04150735427381673,-0.04150735427381673,0.0,0.00475661217974024,0.007088672068349299
2,"[2, 6, 2, 2]",0,1,130,2,50+,1-4,0.8666666666666667,1,0.015418007120490712,-0.013979286686808479,0.09175179331447136,-0.1057310800012794,-0.007637091726363732,-0.006972589362929993
2,"[2, 6, 2, 2]",2,27,130,124,50+,50+,0.8666666666666667,0,0.9544603674110815,-0.004174150849645224,-0.004174150849645224,0.0,0.00034768461769705,0.0005780944147517906
2,"[2, 7, 1, 1]",1,1,472,2,50+,1-4,0.959349593495935,1,0.0042529592582227875,-0.08338505920723716,0.09075109964477335,-0.17413615885201075,-0.0010921223963904492,-0.00035273596500107196
2,"[2, 7, 1, 1]",2,126,472,469,50+,50+,0.959349593495935,0,0.9936673470074631,-0.0005527378529827818,-0.0005527378529827818,0.0,6.656355867015942e-06,6.365799140669306e-06
2,"[2, 7, 1, 2]",2,11,86,86,50+,50+,0.8113207547169812,0,0.9989088181855834,0.004708273855612957,0.004708273855612957,0.0,-3.225546030475725e-05,-5.414953348969723e-05
2,"[2, 7, 2, 1]",2,31,102,102,50+,50+,0.8360655737704918,0,0.9990519239973101,0.004851525731338093,0.004851525731338093,0.0,-3.2547289949994446e-05,-5.463944865440884e-05
2,"[2, 7, 2, 2]",2,47,209,207,50+,50+,0.9126637554585153,0,0.990761287020401,-0.0034816031340413013,-0.0034816031340413013,0.0,5.190767946253962e-05,0.00011270695762041993
2,"[2, 8, 2, 2]",1,1,8,4,5-19,1-4,0.2857142857142857,1,0.4348482440807246,0.06180154287576811,0.022954930220819153,0.03884661265494893,-0.006816226876174381,-0.028127004246695675
2,"[2, 8, 2, 2]",3,2,8,1,5-19,1-4,0.2857142857142857,0,0.17197679961862386,-0.1036959293392179,-0.1036959293392179,0.0,0.030765212818724685,0.06157584018362372
2,"[3, 2, 2, 2]",0,2,5,2,5-19,1-4,0.2,0,0.7287433862433862,-0.10685912898439243,-0.10685912898439243,0.0,0.03783239549870873,0.05754096946649034
2,"[3, 3, 1, 2]",0,1,1,1,1-4,1-4,0.047619047619047616,0,0.9191492917728661,0.0044078273157647785,0.0044078273157647785,0.0,-0.0006700257946349892,-0.0011689613115345651
2,"[3, 3, 2, 2]",0,1,4,3,1-4,1-4,0.16666666666666666,0,0.8875889636345912,-0.030531975047981413,-0.030531975047981413,0.0,0.005429378281281143,0.010557827751425181
2,"[3, 4, 1, 1]",1,1,6,4,5-19,1-4,0.23076923076923078,0,0.7863984674329502,-0.04466357088510203,-0.04466357088510203,0.0,0.01405472431408817,0.026538428282719913
2,"[3, 4, 1, 1]",2,1,6,2,5-19,1-4,0.23076923076923078,1,0.16174136797478972,0.3831230851243126,0.18411688941262905,0.1990061957116835,-0.057784356145682,-0.14825583139217646
2,"[3, 4, 1, 2]",0,1,1,0,1-4,0-0,0.047619047619047616,1,0.05771686806169565,-0.048790164169431716,-0.04879016416943194,0.0,0.013986932362185622,0.018282503835532093
