year,fips,rep_votes,dem_votes,acs_vintage,total_pop,hispanic,edu_total_25plus,hs_or_less
2024,29047,67688,60345,2023,255566,19687,174748,56528
2024,29049,8235,2855,2023,21259,543,14795,7118
2024,29051,26686,12874,2023,76924,2721,53251,19090
2024,29053,6393,2347,2023,16835,346,11562,5638
2024,29055,8742,2007,2023,22890,526,16141,8907
2024,29057,3480,671,2023,7627,162,5551,2826
2024,29059,6907,1458,2023,17344,374,12044,6924
2024,29061,3185,701,2023,8449,144,5688,3075
2024,29063,3885,870,2023,11176,262,8227,4453
2024,29065,6013,1025,2023,14506,308,10259,5474
2024,29067,6242,996,2023,11850,112,8471,4474
2024,29069,8096,1885,2023,27795,2055,18350,11208
2024,29071,40126,14694,2023,105316,2343,73755,31387
2024,29073,6370,1555,2023,14774,224,10708,5325
2024,29075,2651,616,2023,6224,112,4219,2427
2024,29077,85956,55971,2023,301121,14950,198758,69360
2024,29079,3582,784,2023,9822,260,6621,3480
2024,29081,3293,534,2023,8198,191,5579,2962
2024,29083,8286,2535,2023,22194,650,15686,8423
2024,29085,4108,978,2023,8501,144,6437,3791
2024,29087,1982,357,2023,4254,71,3105,1585
2024,29089,3534,1341,2023,10141,216,6508,2996
2024,29091,15733,3073,2023,40168,975,27344,14591
2024,29093,3644,824,2023,9482,199,6864,3563
2024,29095,99385,91366,2023,717021,79383,488711,178547
2024,29097,39084,13943,2023,123532,11775,81223,37119
2024,29099,80796,36965,2023,228227,5793,159108,64059
2024,29101,16298,6960,2023,54331,2742,32170,12789
2024,29103,1479,311,2023,3760,14,2510,1460
2024,29105,14155,2756,2023,36245,1033,24584,14002
2024,29107,12720,4294,2023,32974,1096,22971,10896
2024,29109,15001,3248,2023,38392,3161,25537,13697
2024,29111,3565,872,2023,9945,120,6313,3624
2024,29113,24866,6908,2023,61636,1708,41568,20568
2024,29115,4437,1183,2023,11850,340,8176,4556
2024,29117,5395,1422,2023,14330,273,10108,5577
2024,29119,7843,1423,2023,23492,2880,15617,9286
2024,29121,6300,1481,2023,15163,276,10488,5523
2024,29123,4721,986,2023,12665,335,8769,4806
2024,29125,3987,755,2023,8435,160,6129,3513
2024,29127,9991,3032,2023,28493,560,19284,9417
2024,29129,1545,235,2023,3501,155,2380,1267
2024,29131,10826,2067,2023,25081,516,17348,8413
2024,29133,3404,1015,2023,12079,184,8531,5775
2024,29135,5877,1313,2023,15303,877,10300,5792
2024,29137,3476,857,2023,8672,151,6169,3533
2024,29139,4776,1170,2023,11422,252,7997,4530
2024,29141,7725,1914,2023,21430,536,15093,8748
2024,29143,5203,1561,2023,16041,286,11053,6948
2024,29145,22923,5867,2023,59490,3833,40242,18132
2024,29147,6909,2674,2023,20959,441,12529,5642
2024,29149,3884,696,2023,8704,114,6126,3668
2024,29151,6657,1009,2023,13379,141,9056,4301
2024,29153,4044,698,2023,8773,167,6650,3697
2024,29155,3917,1331,2023,15232,457,9972,6476
2024,29157,7986,1757,2023,18947,437,13112,7015
2024,29159,13907,4703,2023,43205,4135,28676,13442
2024,29161,13658,5379,2023,44948,1328,28307,11722
2024,29163,6151,1618,2023,17623,225,12278,7812
2024,29165,29381,27566,2023,108751,7535,74825,18263
2024,29167,12691,2948,2023,32109,898,21052,10061
2024,29169,11579,3765,2023,53850,6190,29423,10843
2024,29171,2021,347,2023,4675,133,3406,1571
2024,29173,4575,1154,2023,10394,123,7521,4145
2024,29175,8322,2571,2023,24524,596,17133,9213
2024,29177,8602,2927,2023,23149,643,16208,8581
2024,29179,2560,472,2023,6058,102,4484,2651
2024,29181,5002,763,2023,10755,134,7517,4151
2024,29183,130588,92226,2023,409830,16546,283062,76614
2024,29185,3982,959,2023,9451,203,6877,3842
2024,29186,7031,2629,2023,18551,265,13196,6361
2024,29187,21521,6811,2023,66864,1196,47054,23581
2024,29189,187982,305635,2023,996618,37209,692473,183312
2024,29195,6498,2726,2023,23177,2827,14750,6964
2024,29197,1588,334,2023,4044,67,2620,1580
2024,29199,1537,358,2023,4698,4,2948,1765
2024,29201,13786,3525,2023,37967,966,25707,13727
2024,29203,3364,625,2023,7137,37,5129,2964
2024,29205,2691,550,2023,6011,134,4165,2291
2024,29207,11783,1736,2023,28547,597,20021,12078
2024,29209,15357,3620,2023,31697,866,24642,10777
2024,29211,2035,408,2023,5903,1051,4147,2533
2024,29213,21236,5329,2023,56382,4250,38820,16509
2024,29215,9855,1589,2023,24956,589,17735,9746
2024,29217,7112,1774,2023,19713,493,13392,6773
2024,29219,14915,4970,2023,36467,1460,25145,12203
2024,29221,8424,1747,2023,23483,244,16388,9909
2024,29223,5030,783,2023,10942,113,8035,4905
2024,29225,15984,3653,2023,39868,882,25730,13165
2024,29227,904,190,2023,1956,37,1398,789
2024,29229,7850,1057,2023,18722,460,12419,7280
2024,29510,19342,94458,2023,293109,15005,212920,72457
2024,30001,4058,1543,2023,9590,472,6725,2260
2024,30003,2188,2112,2023,12963,592,7482,3113
2024,30005,1526,1348,2023,6997,192,4326,1571
2024,30007,3770,885,2023,7310,131,5492,1974
2024,30009,4719,2353,2023,10877,311,8369,3069
2024,30011,760,75,2023,1361,32,1020,362
2024,30013,22419,14021,2023,84601,4283,58110,21866
2024,30015,1885,940,2023,5888,178,4150,1913
2024,30017,4208,1385,2023,11938,395,8602,3027
2024,30019,778,154,2023,1524,24,1137,373
2024,30021,3627,894,2023,8874,300,6247,1882
2024,30023,2329,2376,2023,9512,320,7582,3446
2024,30025,1303,163,2023,2817,16,1840,774
2024,30027,4965,1522,2023,11581,256,8483,3328
2024,30029,41390,20062,2023,108445,3800,77668,24659
2024,30031,32695,34938,2023,122194,6272,79165,16633
2024,30033,756,39,2023,938,0,666,245
2024,30035,1939,2933,2023,13713,378,8319,3698
2024,30037,440,67,2023,840,55,670,300
2024,30039,1537,579,2023,3419,66,2568,1032
2024,30041,3871,2634,2023,16260,551,10023,4278
2024,30043,5544,2516,2023,12501,339,9184,2960
2024,30045,1051,265,2023,2053,121,1486,512
2024,30047,9880,6510,2023,32073,1338,22595,7435
2024,30049,21479,19085,2023,72580,2830,51519,14758
2024,30051,752,214,2023,1968,0,1331,541
2024,30053,8909,2615,2023,20656,614,15915,7626
2024,30055,931,129,2023,1818,0,1362,485
2024,30057,4615,1689,2023,8975,317,7063,2110
2024,30059,888,256,2023,1979,63,1531,552
2024,30061,2049,689,2023,4796,167,3593,1463
2024,30063,27306,42903,2023,119639,5902,82294,19666
2024,30065,2550,396,2023,5068,187,3812,1579
2024,30067,6128,5224,2023,17484,587,13590,4065
2024,30069,284,37,2023,401,0,328,150
2024,30071,1753,385,2023,4224,58,3032,1167
2024,30073,1972,782,2023,6012,137,4156,1798
2024,30075,963,131,2023,1762,30,1344,628
2024,30077,2466,710,2023,7029,160,5528,2917
2024,30079,546,122,2023,1251,10,953,441
2024,30081,20617,8485,2023,45807,1820,34537,12836
2024,30083,4387,778,2023,11329,621,7568,3417
2024,30085,2055,1680,2023,10665,289,6138,2534
2024,30087,2466,1095,2023,8236,285,5163,2274
2024,30089,6150,1705,2023,12936,432,9912,4504
2024,30091,1321,509,2023,3677,166,2645,1133
2024,30093,8110,9386,2023,35589,1639,24383,9390
2024,30095,4699,1056,2023,9052,305,6598,2650
2024,30097,1789,525,2023,3713,66,2640,923
2024,30099,2533,927,2023,6291,118,4301,1689
2024,30101,1571,415,2023,5028,217,3630,1785
2024,30103,367,57,2023,761,43,607,204
2024,30105,3019,935,2023,7540,193,5386,1948
2024,30107,843,209,2023,2049,55,1501,700
2024,30109,463,71,2023,1148,69,782,311
2024,30111,50460,28392,2023,167340,10717,115284,39627
2024,31001,10077,4100,2023,31034,3739,20436,6821
2024,31003,3032,396,2023,6302,237,4302,1654
2024,31005,264,17,2023,540,3,336,78
2024,31007,348,34,2023,657,29,524,152
2024,31009,250,37,2023,385,0,301,129
2024,31011,2499,496,2023,5366,207,3728,1691
2024,31013,3827,1043,2023,10754,1321,7412,2946
2024,31015,938,132,2023,1704,67,1298,591
2024,31017,1428,201,2023,2739,158,1967,778
2024,31019,17064,6386,2023,50323,5219,31365,9677
2024,31021,2632,983,2023,6730,218,4769,1990
2024,31023,3642,906,2023,8413,504,5815,2511
2024,31025,10685,4824,2023,26963,1062,18637,5902
2024,31027,4141,702,2023,8344,203,5579,2288
2024,31029,1648,204,2023,3639,668,2515,946
2024,31031,2687,349,2023,5468,164,3858,1353
2024,31033,3692,787,2023,9478,790,6681,2596
2024,31035,2677,577,2023,6084,570,4186,1744
2024,31037,2636,845,2023,10541,4983,6535,3621
2024,31039,3536,867,2023,8976,1095,6048,2528
2024,31041,5042,786,2023,10544,396,7318,2737
2024,31043,3934,2109,2023,21331,8780,13152,7160
2024,31045,2812,992,2023,8212,391,5093,1569
2024,31047,6312,2101,2023,24020,8720,15395,8197
2024,31049,843,151,2023,1865,188,1378,526
2024,31051,2271,573,2023,5561,838,3731,1776
2024,31053,10795,5434,2023,37146,6350,24510,11456
2024,31055,120919,148733,2023,585461,82687,383464,110496
2024,31057,829,96,2023,1811,44,1280,434
2024,31059,2315,662,2023,5551,204,4121,1657
2024,31061,1351,236,2023,2868,90,2129,818
2024,31063,1213,185,2023,2562,96,1732,593
2024,31065,2043,358,2023,4605,233,3271,1358
2024,31067,7523,3242,2023,21646,695,15189,6534
2024,31069,949,162,2023,1620,53,1246,461
2024,31071,893,116,2023,1797,38,1273,399
2024,31073,907,203,2023,1929,123,1458,456
2024,31075,351,15,2023,695,1,476,151
2024,31077,1030,192,2023,2211,48,1534,678
2024,31079,15566,6956,2023,62431,19563,39989,18984
2024,31081,4416,1067,2023,9438,384,6444,1997
2024,31083,1506,280,2023,3006,70,2122,767
2024,31085,472,19,2023,854,55,640,272
2024,31087,1269,152,2023,2601,101,1841,673
2024,31089,4708,681,2023,10093,556,6889,2798
2024,31091,369,55,2023,613,0,429,224
2024,31093,2868,642,2023,6492,194,4458,1812
2024,31095,2614,968,2023,7155,379,5036,2351
2024,31097,1496,625,2023,5263,615,3757,2029
2024,31099,2828,736,2023,6697,434,4598,1421
2024,31101,3416,731,2023,8239,741,6076,2386
2024,31103,500,44,2023,939,34,630,225
2024,31105,1424,272,2023,3348,332,2506,1208
2024,31107,3593,786,2023,8362,233,5737,2426
2024,31109,74215,81012,2023,323673,26670,203065,54903
2024,31111,12674,3586,2023,34122,3099,23786,8547
2024,31113,409,25,2023,812,11,550,160
2024,31115,354,73,2023,564,53,420,140
2024,31117,267,12,2023,463,0,332,88
2024,31119,12145,3360,2023,35535,5658,23235,9056
2024,31121,3551,730,2023,7696,417,5410,2392
2024,31123,2026,366,2023,4544,658,3149,1323
2024,31125,1462,352,2023,3342,78,2326,943
2024,31127,2443,915,2023,7035,219,4619,1902
2024,31129,1836,399,2023,4089,141,3092,1157
2024,31131,5651,2463,2023,16075,1331,11037,4408
2024,31133,1085,284,2023,2539,47,1757,908
2024,31135,1224,187,2023,2835,144,1975,663
2024,31137,4158,758,2023,8983,581,6106,2174
2024,31139,3420,446,2023,7312,181,4947,1771
2024,31141,12326,3191,2023,34358,7642,22390,9135
2024,31143,2296,501,2023,5209,301,3633,1554
2024,31145,4457,815,2023,10611,655,7214,2552
2024,31147,2962,934,2023,7797,171,5577,2745
2024,31149,745,85,2023,1335,6,940,376
2024,31151,3734,1855,2023,14642,4203,9157,4502
2024,31153,55567,43825,2023,194051,21466,125711,30499
2024,31155,9854,3558,2023,22761,617,15546,5209
2024,31157,11033,3856,2023,35937,8420,24353,9210
2024,31159,6667,2388,2023,17636,497,11078,3687
2024,31161,2102,362,2023,5058,260,3625,1545
2024,31163,1344,328,2023,2974,78,2138,948
2024,31165,597,77,2023,1197,46,842,252
2024,31167,2536,492,2023,5835,388,4005,1458
2024,31169,2278,544,2023,4938,153,3488,1410
2024,31171,348,44,2023,626,25,505,161
2024,31173,1125,978,2023,6666,293,3694,1535
2024,31175,1872,403,2023,4094,107,2909,1115
2024,31177,8855,3538,2023,20989,663,14367,4212
2024,31179,3011,1006,2023,9786,984,5459,2050
2024,31181,1449,296,2023,3385,186,2409,958
2024,31183,424,57,2023,785,15,632,214
2024,31185,5234,1648,2023,14231,859,9584,3622
2024,32001,9962,3179,2023,25614,3796,17734,7303
2024,32003,493052,520187,2023,2293764,721337,1592547,649759
2024,32005,23237,11553,2023,49624,6329,39243,11943
2024,32007,17352,4632,2023,53852,13821,34999,15991
2024,32009,376,73,2023,962,254,864,387
2024,32011,910,104,2023,1660,49,1114,448
2024,32013,6141,1711,2023,17299,4650,11375,5489
2024,32015,2180,482,2023,5745,1266,3887,1800
2024,32017,2108,314,2023,4452,235,3197,1661
2024,32019,23861,8954,2023,60630,11331,44055,19638
2024,32021,1528,711,2023,4557,829,3278,1837
2024,32023,18946,7559,2023,53207,8731,41440,20248
2024,32027,1764,496,2023,6505,1514,4942,2890
2024,32029,2108,913,2023,4139,291,3348,827
2024,32031,127443,130071,2023,491770,126068,345226,120077
2024,32033,3364,883,2023,8856,1451,6663,3467
2024,32510,16873,13375,2023,58364,15105,42169,16102
2024,33001,22765,17469,2023,64300,1387,48814,17436
2024,33003,17426,16822,2023,51259,866,40696,12234
2024,33005,20083,24579,2023,76945,1904,55245,20646
2024,33007,9734,7367,2023,31386,715,24497,12054
2024,33009,21909,32993,2023,91759,2603,65956,21053
2024,33011,112057,118776,2023,424732,35041,304990,99453
2024,33013,43364,48181,2023,155018,4083,112062,38651
2024,33015,102539,97611,2023,317163,11178,235035,67912
2024,33017,33162,42373,2023,131743,4110,89069,28046
2024,33019,12484,12317,2023,43529,871,32858,15070
2024,34001,65817,61879,2023,274704,54686,192800,83449
2024,34003,217096,232660,2023,954717,211044,678249,184131
2024,34005,94116,132275,2023,464226,42820,332056,105299
2024,34007,87767,155522,2023,524042,97957,362628,142391
2024,34009,32151,21648,2023,95236,7676,72614,26877
2024,34011,28675,26577,2023,152915,53457,103020,59610
2024,34013,83908,224596,2023,854130,210724,575988,235402
2024,34015,83326,78708,2023,304504,23885,209605,77754
2024,34017,79913,144765,2023,710478,289220,514663,179119
2024,34019,42391,36995,2023,129448,11451,94312,21819
2024,34021,52274,107558,2023,383286,85269,259529,89808
2024,34023,162459,191802,2023,861535,198174,594249,202454
2024,34025,197409,156382,2023,643615,81564,455451,123801
2024,34027,143439,135672,2023,510375,78992,362347,86410
2024,34029,227232,105789,2023,646434,68729,438444,174246
2024,34031,100954,95156,2023,518289,225149,347256,168663
2024,34033,18229,12275,2023,64973,6975,45363,22027
2024,34035,74101,98790,2023,346203,59019,244416,58963
2024,34037,52123,31019,2023,145117,16039,105664,34098
2024,34039,89063,147327,2023,572549,196795,390558,157949
2024,34041,35772,23318,2023,110238,13343,80008,29449
2024,35001,118762,184117,2023,674357,329949,474905,151477
2024,35003,1752,571,2023,3685,559,3028,1175
2024,35005,15894,5941,2023,64446,37329,41989,19571
2024,35006,4311,4450,2023,27059,8925,18530,8605
2024,35007,3252,2436,2023,12336,5849,9243,3885
2024,35009,10714,4230,2023,47932,21782,29669,13183
2024,35011,649,206,2023,1580,1004,1094,396
2024,35013,37594,45937,2023,221665,149893,137719,55344
2024,35015,18141,5032,2023,61114,31104,39891,17146
2024,35017,6580,7301,2023,27856,13373,20633,7694
2024,35019,945,959,2023,4379,3263,3241,1917
2024,35021,297,128,2023,748,304,508,243
2024,35023,1140,705,2023,4097,2343,2887,1523
2024,35025,16997,3930,2023,73154,45091,43738,24944
2024,35027,6942,3033,2023,20227,6591,15760,5595
2024,35028,4047,7726,2023,19374,3465,14090,1671
2024,35029,4698,3176,2023,25420,16917,16365,9681
2024,35031,9364,15711,2023,71172,8649,45122,25138
2024,35033,1010,1439,2023,4176,3178,3272,1426
2024,35035,15117,8582,2023,68235,26683,45357,18928
2024,35037,2570,1055,2023,8616,3842,6388,3083
2024,35039,6268,9373,2023,40165,27038,27857,13117
2024,35041,4687,1820,2023,19002,8440,11201,4879
2024,35043,36605,41205,2023,151538,59922,106408,34229
2024,35045,34264,17464,2023,121178,23890,80157,35195
2024,35047,3887,6985,2023,27036,20367,19918,7985
2024,35049,20457,61405,2023,155175,74485,118758,34067
2024,35051,3473,2332,2023,11511,3386,9201,4147
2024,35053,3651,3384,2023,16308,8196,10586,5733
2024,35055,4139,12038,2023,34516,17530,26662,8829
2024,35057,4880,2144,2023,15290,6499,10891,5061
2024,35059,1247,378,2023,4039,1603,2816,1486
2024,35061,19057,13609,2023,77382,46872,53115,24123
2024,36001,54560,92589,2023,315374,22163,212896,60516
2024,36003,13826,5483,2023,47027,1002,29790,12933
2024,36005,98174,261670,2023,1419250,779093,937893,498065
2024,36007,44763,45142,2023,197738,10648,130880,50472
2024,36009,22586,11424,2023,76479,1740,52917,26933
2024,36011,20482,15772,2023,75464,2633,54978,23163
2024,36013,34528,22085,2023,126329,11792,88527,38081
2024,36015,21861,15572,2023,82805,2982,58452,24583
2024,36017,14294,8177,2023,46685,1138,33762,17736
2024,36019,18247,17478,2023,78961,2714,54905,24303
2024,36021,15168,20396,2023,61245,3658,47385,17307
2024,36023,11706,10290,2023,46401,1627,29214,11927
2024,36025,13789,9237,2023,44551,2100,33163,15482
2024,36027,71778,79994,2023,297144,44153,211380,70309
2024,36029,204774,248651,2023,950044,59892,672381,224613
2024,36031,9533,9629,2023,37077,1026,28918,12038
2024,36033,10569,8821,2023,47066,1328,33482,15592
2024,36035,16237,7666,2023,52787,2190,38160,18076
2024,36037,18997,9367,2023,57943,2743,41772,18436
2024,36039,14702,10436,2023,47554,3135,36261,15931
2024,36041,2223,1211,2023,5102,101,4135,1722
2024,36043,19557,9110,2023,59932,1614,42916,18164
2024,36045,26417,16326,2023,116130,8481,74642,30438
2024,36047,233964,601265,2023,2646306,499799,1848847,738541
2024,36049,9353,3600,2023,26618,460,18477,9499
2024,36051,18780,12148,2023,61588,2759,41709,16169
2024,36053,19025,14629,2023,67572,1718,46079,18671
2024,36055,145940,214757,2023,754068,73524,526205,163722
2024,36057,13286,7356,2023,49461,7495,34228,16047
2024,36059,368117,338424,2023,1388138,256452,972012,280492
2024,36061,113921,533782,2023,1627788,395429,1260428,285330
2024,36063,58678,43438,2023,211341,8151,152414,61569
2024,36065,60687,39415,2023,229645,15588,159069,65473
2024,36067,93916,133155,2023,471611,27105,324756,106042
2024,36069,30221,29520,2023,112405,6260,80554,26243
2024,36071,94936,80253,2023,403840,93608,258632,99166
2024,36073,12659,5366,2023,39686,2078,29153,15866
2024,36075,33548,20483,2023,117945,3778,80313,37495
2024,36077,15256,13031,2023,59738,2576,39250,15142
2024,36079,31553,23956,2023,97988,18676,71149,22438
2024,36081,264628,437282,2023,2330124,650071,1698073,728927
2024,36083,38601,39668,2023,160341,9539,113425,37134
2024,36085,128151,69345,2023,492734,96147,345412,141166
2024,36087,83543,65880,2023,338936,67951,208594,70776
2024,36089,25919,18010,2023,107796,2718,71189,31790
2024,36091,63940,66321,2023,237075,9059,172398,52001
2024,36093,31975,39733,2023,159603,12855,109935,37866
2024,36095,10423,5547,2023,29979,1165,21561,9186
2024,36097,5717,3736,2023,17749,350,13239,5644
2024,36099,8379,6610,2023,33125,1360,23906,11384
2024,36101,29777,15413,2023,93034,1754,66196,28557
2024,36103,417549,341812,2023,1525680,338930,1070338,367490
2024,36105,20386,14549,2023,79147,14544,55761,23507
2024,36107,15038,9437,2023,48106,1117,34590,15177
2024,36109,11354,34631,2023,102879,6683,61514,12576
2024,36111,39743,57974,2023,182109,21562,134325,48655
2024,36113,18606,17099,2023,65560,1865,49426,17866
2024,36115,17268,11224,2023,60883,1790,45248,22423
2024,36117,27286,17056,2023,91128,4625,65372,26257
2024,36119,167795,287434,2023,996888,269085,697202,199174
2024,36121,14112,4929,2023,39980,1441,29652,15247
2024,36123,6098,4401,2023,24637,632,16698,8447
2024,37001,47937,40624,2023,174286,25716,117453,47197
2024,37003,16404,4060,2023,36440,1950,26398,14227
2024,37005,4900,1533,2023,11075,1269,8618,4015
2024,37007,5525,5253,2023,21903,799,15630,9508
2024,37009,11629,4431,2023,26831,1569,20626,8960
2024,37011,7181,2220,2023,17643,1005,13505,6168
2024,37013,17296,9049,2023,44597,3482,32814,14314
2024,37015,3840,5279,2023,17482,379,13268,7120
2024,37017,10035,6620,2023,29591,2650,21094,9468
2024,37019,67658,40557,2023,145889,8037,117336,38597
2024,37021,59016,98662,2023,271790,22443,202143,61416
2024,37023,32130,13272,2023,87863,7229,64613,30998
2024,37025,63746,54494,2023,231262,28603,153644,50778
2024,37027,33009,10146,2023,80618,5160,58407,28562
2024,37029,4716,1522,2023,10743,419,7422,2813
2024,37031,32508,12813,2023,68652,3230,52589,16254
2024,37033,7445,4493,2023,22689,1102,16619,8661
2024,37035,59577,26569,2023,162051,17954,113077,46725
2024,37037,22507,29014,2023,78319,10520,57701,15955
2024,37039,13883,3686,2023,29197,1019,22779,9302
2024,37041,4587,2895,2023,13814,534,10497,5011
2024,37043,5761,1899,2023,11391,449,8843,3092
2024,37045,34654,16603,2023,100170,4426,69170,32067
2024,37047,17592,8648,2023,50453,2766,35724,17918
2024,37049,33477,22011,2023,101074,7523,68761,23960
2024,37051,59840,78631,2023,336749,41644,209827,71033
2024,37053,13235,4604,2023,29612,1444,21289,8399
2024,37055,14792,10074,2023,37534,2665,28503,7728
2024,37057,67959,24150,2023,171063,14633,120730,54059
2024,37059,19398,6988,2023,43526,3493,31091,12748
2024,37061,14677,8057,2023,49053,11137,33151,16160
2024,37063,32853,144450,2023,329405,50307,228405,58388
2024,37065,9355,14900,2023,48777,2838,33892,18193
2024,37067,87292,114145,2023,386740,56553,259909,88915
2024,37069,23938,18167,2023,71962,7637,50324,20964
2024,37071,73828,44062,2023,231485,21518,160932,65889
2024,37073,3538,2268,2023,10437,219,7554,3853
2024,37075,3883,839,2023,8041,236,5779,3004
2024,37077,17383,14365,2023,61439,6545,43795,19294
2024,37079,4965,3437,2023,20421,3077,14557,8094
2024,37081,109077,171118,2023,542987,53188,359349,116203
2024,37083,9778,14014,2023,48219,1558,34495,19126
2024,37085,39440,23472,2023,136503,19970,90001,36266
2024,37087,23393,13913,2023,62432,2953,47259,16983
2024,37089,39497,29361,2023,117387,15034,87598,29358
2024,37091,3561,6191,2023,20492,1328,14260,7138
2024,37093,10547,11896,2023,53102,8106,34406,13796
2024,37095,1465,931,2023,4625,358,3674,1970
2024,37097,72801,36739,2023,191800,17001,133520,47938
2024,37099,11796,9746,2023,43089,3310,28020,11202
2024,37101,74878,48116,2023,226623,36811,151489,57620
2024,37103,3409,2007,2023,9245,441,6896,3546
2024,37105,17489,12245,2023,64565,13590,43796,18279
2024,37107,14564,12700,2023,54917,4620,38149,19156
2024,37109,40183,14842,2023,90359,7065,65172,25612
2024,37111,17520,5911,2023,44679,3028,32688,15983
2024,37113,14981,6675,2023,37533,3634,28214,11449
2024,37115,8275,5090,2023,21640,759,15745,6636
2024,37117,6601,5360,2023,21773,939,15882,7627
2024,37119,187770,376454,2023,1130906,174580,766897,196341
2024,37121,6843,1915,2023,14973,790,11175,4473
2024,37123,9044,4055,2023,25874,4000,18631,9247
2024,37125,39617,21436,2023,102840,7799,74008,20160
2024,37127,26431,25508,2023,95451,7578,66560,31155
2024,37129,67949,68814,2023,231214,17675,161126,39411
2024,37131,3905,5239,2023,17212,398,13012,6404
2024,37133,54960,25684,2023,208537,28739,113066,41406
2024,37135,20806,65444,2023,147292,15540,93289,18113
2024,37137,5229,2676,2023,12315,567,9820,4049
2024,37139,10537,9549,2023,40830,2401,27998,10738
2024,37141,26042,12460,2023,63475,5402,44629,16579
2024,37143,5278,2269,2023,13146,391,9762,4385
2024,37145,13509,8295,2023,39275,2303,28000,12811
2024,37147,40403,45595,2023,172279,13263,106434,35916
2024,37149,8107,4827,2023,19689,1075,15566,5494
2024,37151,59357,15951,2023,145322,19722,100816,51449
2024,37153,11931,7787,2023,42818,3222,29068,13494
2024,37155,29647,16728,2023,116858,12216,75244,42160
2024,37157,33447,15676,2023,91585,6308,66238,33267
2024,37159,50807,23788,2023,148487,16784,102418,45333
2024,37161,25456,8914,2023,64850,3533,47065,20938
2024,37163,18178,9797,2023,59245,12600,39708,20432
2024,37165,7767,6754,2023,34353,1272,23326,12528
2024,37167,27518,8881,2023,63557,3341,44648,19873
2024,37169,21548,5380,2023,44889,1621,33235,16035
2024,37171,28565,8613,2023,71407,8674,50708,23261
2024,37173,4311,2643,2023,14065,718,9740,4676
2024,37175,11492,8972,2023,33243,1635,25533,7665
2024,37177,1057,680,2023,3376,337,2567,1547
2024,37179,86271,51168,2023,244975,31683,158281,51296
2024,37181,8614,11292,2023,42361,3853,28655,14434
2024,37183,236735,402984,2023,1151009,131104,781308,160757
2024,37185,3976,5872,2023,18751,830,14049,7355
2024,37187,2768,3138,2023,10905,426,7950,4018
2024,37189,15254,17225,2023,54607,3303,31195,8831
2024,37191,31580,22618,2023,117606,15495,78414,34502
2024,37193,28812,7194,2023,65983,4785,47691,24079
2024,37195,19750,19909,2023,78648,9354,54121,26959
2024,37197,16439,3739,2023,37419,4510,26727,13237
2024,37199,7509,3635,2023,18676,1051,14050,6606
2024,38001,962,215,2023,2179,98,1561,698
2024,38003,3531,1661,2023,10794,215,7524,2595
2024,38005,1163,795,2023,5861,98,3343,1368
2024,38007,543,93,2023,948,35,706,274
2024,38009,2628,735,2023,6390,156,4472,1599
2024,38011,1384,207,2023,2935,137,2009,850
2024,38013,909,130,2023,2163,19,1500,522
2024,38015,36595,14215,2023,98986,3244,66815,18390
2024,38017,47873,40304,2023,189286,6576,119321,26586
2024,38019,1461,491,2023,3663,97,2561,821
2024,38021,1829,557,2023,4959,194,3215,1114
2024,38023,914,253,2023,2174,121,1567,503
2024,38025,1877,332,2023,4043,151,2832,1121
2024,38027,862,316,2023,2319,91,1777,663
2024,38029,1697,205,2023,3269,31,2469,1041
2024,38031,1326,335,2023,3372,28,2491,784
2024,38033,847,122,2023,1679,27,1219,422
2024,38035,18123,12469,2023,72764,3783,43215,11044
2024,38037,1076,205,2023,2276,21,1705,739
2024,38039,963,301,2023,2340,30,1689,644
2024,38041,1089,192,2023,2453,3,1815,739
2024,38043,1137,238,2023,2374,69,1647,662
2024,38045,1614,453,2023,4107,82,2896,1137
2024,38047,898,117,2023,1848,58,1350,547
2024,38049,2223,479,2023,5264,115,3720,1582
2024,38051,1132,229,2023,2512,74,1988,959
2024,38053,4627,809,2023,14280,1602,8927,3063
2024,38055,4231,1093,2023,9807,194,7152,2693
2024,38057,3798,672,2023,8341,225,5929,2050
2024,38059,12839,3748,2023,33479,1413,23058,7898
2024,38061,2877,1125,2023,9567,788,6094,2644
2024,38063,1141,580,2023,3015,86,2259,774
2024,38065,909,156,2023,1821,55,1251,429
2024,38067,2350,704,2023,6787,270,4915,1981
2024,38069,1493,439,2023,3961,42,2816,1065
2024,38071,3609,1513,2023,11563,320,7958,2777
2024,38073,1661,920,2023,5662,152,3932,1580
2024,38075,993,179,2023,2277,21,1570,645
2024,38077,5576,2473,2023,16550,610,10736,3280
2024,38079,1427,2567,2023,12065,128,7128,3008
2024,38081,1325,663,2023,3822,110,2782,1154
2024,38083,644,101,2023,1327,5,1032,472
2024,38085,285,654,2023,3789,38,2068,1027
2024,38087,351,33,2023,795,1,619,263
2024,38089,12323,2473,2023,33116,2304,21357,8339
2024,38091,622,367,2023,1731,45,1261,422
2024,38093,7185,2692,2023,21525,635,14849,6626
2024,38095,796,289,2023,2113,79,1507,586
2024,38097,2650,1359,2023,7980,299,5427,1754
2024,38099,3186,1173,2023,10488,1332,7283,3425
2024,38101,20635,7215,2023,69232,4800,44431,14951
2024,38103,1815,405,2023,3942,50,2746,1262
2024,38105,12501,2276,2023,39368,3806,24655,10609
2024,39001,10269,2098,2023,27510,245,18784,11276
2024,39003,33201,12754,2023,101685,3501,68410,33075
